id	matches	title	title_source	title_uri	start	source_firstName	source_surname	alternative-name	gender	description	link-base	name_parts
yt/lex/D/dantsiger.htm		Dantsiger	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dantsiger.htm	1850.0		Dantsiger  Dantsiger	Dantsiger 		Dantsiger May be a brother.A beautiful singer, a zayker.When he sang, flegt men dos nit merkn	yt/lex/D/dantsiger.htm	"{""primary-name"": ""Dantsiger"", ""alternative-name.1"": ""Dantsiger "", ""surname"": ""Dantsiger  Dantsiger""}"
yt/lex/D/dantsis-mordechai.htm		Mordechai Dantsis	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dantsis-mordechai.htm	1850.0	 Mordechai 	Dantsis Dantsis		2.0	Mordechai Dantsis D.was born on 18 April 1887 in Mezhirov, Podolia.He came from the Rizhiner dynasty	yt/lex/D/dantsis-mordechai.htm	"{""given-name"": ""Mordechai"", ""surname"": ""Dantsis Dantsis""}"
yt/lex/D/darelin-wolf.htm		Wolf Darelin	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/darelin-wolf.htm	1850.0	 Wolf 	Darelin Darelin		2.0	Wolf Darelin(Eyznsteyn) D.was born in 1898 in Savran, Podolia Gubernia, Ukraine, to Orthodox parents, who had in 1910 immigrated to Argentina.Until age twelve he learned in a cheder, and since his arrival in Argentina, by himself foresaw his education	yt/lex/D/darelin-wolf.htm	"{""given-name"": ""Wolf"", ""surname"": ""Darelin Darelin""}"
yt/lex/D/dashevsky-tsvi-hersh.htm		Tsvi Hersh Dashevsky	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dashevsky-tsvi-hersh.htm	1850.0	 Tsvi Hersh 	Dashevsky Dashevsky		2.0	Tsvi Hersh Dashevsky D.was born in 1888 in Yekaterinoslav, Ukraine.He participated later as an actor in various troupes in Yekaterinoslav, Odessa and afterwards in Romania	yt/lex/D/dashevsky-tsvi-hersh.htm	"{""given-name"": ""Tsvi"", ""middle-name"": ""Hersh"", ""surname"": ""Dashevsky Dashevsky""}"
yt/lex/D/dashkevitsh-chana.htm		Chana Dashkevitsh	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dashkevitsh-chana.htm	1850.0	 Chana 	Dashkevitsh Dashkevitsh		3.0	Chana Dashkevitsh (Edelman) D.was born in 1879 in Odessa, Ukraine.Most of the time he used to act in the itinerant troupe of his father Wolf Edelman	yt/lex/D/dashkevitsh-chana.htm	"{""given-name"": ""Chana"", ""surname"": ""Dashkevitsh Dashkevitsh""}"
moyt/lex/D/dauber-adolf-V5.htm		Adolf Dauber	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/dauber-adolf-V5.htm	1850.0	 Adolf 	Dauber Dauber		2.0	Adolf Dauber D.was a clarinetist and saxophonist who performed in 1941 with the Czernowitz Philharmonic.When the Nazis captured Czernowitz in 1941, he died from a heart attack	moyt/lex/D/dauber-adolf-V5.htm	"{""given-name"": ""Adolf"", ""surname"": ""Dauber Dauber""}"
yt/lex/D/davidov-david-II.htm		David Davidov	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/davidov-david-II.htm	1850.0	 David 	Davidov Davidov		2.0	David Davidov (II) (Ratsik) D.was born on 10 May 1890 in Lodz, Poland.His father had [smikhh]	yt/lex/D/davidov-david-II.htm	"{""given-name"": ""David"", ""surname"": ""Davidov Davidov""}"
moyt/lex/D/davidov-david-V5.htm		David Davidov	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/davidov-david-V5.htm	1850.0	 David 	Davidov Davidov		2.0	David Davidov D.was born in 1914.He was educated in a children's home and was active as an actor in the Kiev State Theatre for young audiences	moyt/lex/D/davidov-david-V5.htm	"{""given-name"": ""David"", ""surname"": ""Davidov Davidov""}"
yt/lex/D/davidzon-efrayim.htm		Efrayim Davidzon	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/davidzon-efrayim.htm	1850.0	 Efrayim 	Davidzon Davidzon		2.0	Efrayim Davidzon Born on 21 June 1899 in the Jewish colony of Dombroveny, Bessarabia.Descended from rabbis and rabbis.Father -- a ritual slaughterer	yt/lex/D/davidzon-efrayim.htm	"{""given-name"": ""Efrayim"", ""surname"": ""Davidzon Davidzon""}"
yt/lex/D/davidzon-mikhl.htm		Mikhl Davidzon	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/davidzon-mikhl.htm	1850.0	 Mikhl 	Davidzon Davidzon			Mikhl Davidzon Born in 1883 in New Konstantin, Podolia region, Ukraine, into a rabbinic family.In his younger years he traveled with his parents to Lieve, where his father was received as a rabbi.He learned in a cheder, Bet Hamedrash, and with his father's assistance, was soaked in Chasidism and Kabala	yt/lex/D/davidzon-mikhl.htm	"{""given-name"": ""Mikhl"", ""surname"": ""Davidzon Davidzon""}"
yt/lex/D/dayen-sam.htm		Sam Dayen	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dayen-sam.htm	1850.0	 Sam 	Dayen Dayen		2.0	Sam Dayen G.was born in 1862 in Odessa, Ukraine.His father was a bookbinder	yt/lex/D/dayen-sam.htm	"{""given-name"": ""Sam"", ""surname"": ""Dayen Dayen""}"
yt/lex/D/dayen-sarah.htm		Sarah Dayen	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dayen-sarah.htm	1850.0	 Sarah 	Dayen Dayen		3.0	Sarah Dayen Born on 13 April 1864 in Odessa, Ukraine.Her father was a bookbinder.She studied in the government school	yt/lex/D/dayen-sarah.htm	"{""given-name"": ""Sarah"", ""surname"": ""Dayen Dayen""}"
yt/lex/D/dayen-dobrovinska-chana.htm		Chana Dayen-Dobrovinska	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dayen-dobrovinska-chana.htm	1850.0	 Chana 	Dayen-Dobrovinska Dobrovinska		3.0	Chana Dayen-Dobrovinska D.was born in Kremenchug, Ukraine.Her father was a merchant in Novovorontsovka, Kherson Gubernia, where the family had moved to, and where D	yt/lex/D/dayen-dobrovinska-chana.htm	"{""given-name"": ""Chana"", ""middle-name"": ""Dayen"", ""surname"": ""Dayen-Dobrovinska Dobrovinska""}"
yt/lex/D/dayksel-shmuel.htm		Shmuel Dayksel	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dayksel-shmuel.htm	1850.0	 Shmuel 	Dayksel Dayksel		2.0	Shmuel Dayksel He was born in June of 1886 [according to Z.Reisen in 1884] in Kishinev, Bessarabia.His father had a large tailoring business	yt/lex/D/dayksel-shmuel.htm	"{""given-name"": ""Shmuel"", ""surname"": ""Dayksel Dayksel""}"
yt/lex/D/dell-harry-a.htm		Harry A. Dell	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dell-harry-a.htm	1850.0	 Harry A. 	Dell Dell		2.0	Harry A.Dell (Daletitski, Aharon) Born in December 1895 in Mikoleyve, Vilna Gubernia, Polish Lithuania.He studied in a cheder, and as a youth of ten years came to his father in America	yt/lex/D/dell-harry-a.htm	"{""given-name"": ""Harry"", ""middle-name"": ""A."", ""surname"": ""Dell Dell""}"
yt/lex/D/dembitser-yoel-david.htm		Yoel David Dembitser	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dembitser-yoel-david.htm	1850.0	 Yoel David 	Dembitser Dembitser		2.0	Yoel David Dembitser D.was born on 16 May 1886 in Krakow, Western Galicia.His father was an acting-[mkum] for the head of the Krakow Beit Din	yt/lex/D/dembitser-yoel-david.htm	"{""given-name"": ""Yoel"", ""middle-name"": ""David"", ""surname"": ""Dembitser Dembitser""}"
yt/lex/D/demont-volf.htm		Volf Demont	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/demont-volf.htm	1850.0	 Volf 	Demont Demont			Volf Demont Born circa 1830 in Tarnopol, Galicia, into a poor family.He grew up in the environment of Yosef Perl and with a great persistence became educated.For six years he was teacher in the Yosef Perl School in Tarnopol	yt/lex/D/demont-volf.htm	"{""given-name"": ""Volf"", ""surname"": ""Demont Demont""}"
yt/lex/D/dentsis-binyamin.htm		Binyamin Dentsis	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dentsis-binyamin.htm	1850.0	 Binyamin 	Dentsis Dentsis		2.0	"Binyamin Dentsis In the ""Warsaw Yiddish newspapers"", Num.43, from 23 November (5 December) 1867, he was found in the following announcement: ""In my Bavaria [tea house] on the Nalevkes, and Nathanson heard House No.2244a, he gave the famous Broder Singer production each evening around seven o'clock"	yt/lex/D/dentsis-binyamin.htm	"{""given-name"": ""Binyamin"", ""surname"": ""Dentsis Dentsis""}"
moyt/lex/D/desser-clara-V5.htm		Clara Desser	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/desser-clara-V5.htm	1850.0	 Clara 	Desser Desser		3.0	Clara Desser (Keyla Toyba) Clara was born in 1892 in Gzhibi, Galicia.Her father was a merchant, and her mother was a retailer who sold pearls.Her brother was a musician	moyt/lex/D/desser-clara-V5.htm	"{""given-name"": ""Clara"", ""surname"": ""Desser Desser""}"
		Clara Desser		https://www.museumoffamilyhistory.com/moyt/lex/D/desser-clara-V5.htm		 Clara 	Desser Desser				moyt/lex/D/desser-clara-V5.htm	"{""given-name"": ""Clara"", ""surname"": ""Desser Desser""}"
moyt/lex/D/desser-emanuel-V5.htm		Emanuel Desser	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/desser-emanuel-V5.htm	1850.0	 Emanuel 	Desser Desser		2.0	Emanuel Desser D.was born on 23 April 1893 in Lemberg, Galicia.His parents were the actors Joseph Desser and Sally Beshtendik	moyt/lex/D/desser-emanuel-V5.htm	"{""given-name"": ""Emanuel"", ""surname"": ""Desser Desser""}"
		Emanuel Desser		https://www.museumoffamilyhistory.com/moyt/lex/D/desser-emanuel-V5.htm		 Emanuel 	Desser Desser				moyt/lex/D/desser-emanuel-V5.htm	"{""given-name"": ""Emanuel"", ""surname"": ""Desser Desser""}"
yt/lex/D/desser-joseph.htm		Joseph Desser	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/desser-joseph.htm	1850.0	 Joseph 	Desser Desser		2.0	Joseph Desser (Yosef Chaim) D.was born in 1863 in Brigel, Galicia.His father was a [din=lawyer] in Tarnow	yt/lex/D/desser-joseph.htm	"{""given-name"": ""Joseph"", ""surname"": ""Desser Desser""}"
moyt/lex/D/deyches-liza-V5.htm	temp_6751	Liza Deyches	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/deyches-liza-V5.htm	1850.0	 Liza 	Deyches Deyches		3.0	"Liza Deyches Liza was born around the time of Sukkos in 1914 in Kazan, Russia.In 1922 her family settled in Vilna.Her sister, Susie, writes:""Already in her childhood years she manifested a great talent for painting, and at the age of fourteen or fifteen she had the first private exhibition of her paintings.She had her talent in the field .."	moyt/lex/D/deyches-liza-V5.htm	"{""given-name"": ""Liza"", ""surname"": ""Deyches Deyches""}"
yt/lex/D/deytsh-itzhak.htm		Itzhak Deytsh	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/deytsh-itzhak.htm	1850.0	 Itzhak 	Deytsh Deytsh		2.0	"Itzhak Deytsh(Solomyanik) Born on 18 December 1884 in Tulchin, Ukraine.His father -- a melamed, a mashkhil, who they thus called ""Deytsh"".He learned with his father and in a Beit HaMedrash"	yt/lex/D/deytsh-itzhak.htm	"{""given-name"": ""Itzhak"", ""surname"": ""Deytsh Deytsh""}"
yt/lex/D/deytsh-minnie.htm		Minnie Deytsh	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/deytsh-minnie.htm	1850.0	 Minnie 	Deytsh Deytsh		3.0	Minnie Deytsh (Menkes) D.was born on 2 October 1887 [according to documents: 1883] in Lemberg, Galicia.Her father was a master locksmith, then an entrepreneur	yt/lex/D/deytsh-minnie.htm	"{""given-name"": ""Minnie"", ""surname"": ""Deytsh Deytsh""}"
moyt/lex/D/deitsh-shaye-V5.htm		Shaye Deytsh	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/deitsh-shaye-V5.htm	1850.0	 Shaye 	Deytsh Deytsh		2.0	"Shaye Deitsh According to David Rogow, D.was a worker and acted in the small arts theatre ""Davke."" Sh.Katsherginski remarked in short: ""Young actor"	moyt/lex/D/deitsh-shaye-V5.htm	"{""given-name"": ""Shaye"", ""surname"": ""Deytsh Deytsh""}"
yt/lex/D/diamant-shlomo.htm		Shlomo Diamant	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/diamant-shlomo.htm	1850.0	 Shlomo 	Diamant Diamant		2.0	Shlomo Diamant D.was born in November 1859 in Botoshan, Romania.His father was a cantor	yt/lex/D/diamant-shlomo.htm	"{""given-name"": ""Shlomo"", ""surname"": ""Diamant Diamant""}"
yt/lex/D/diamondstein-boris.htm		Boris Diamondstein	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/diamondstein-boris.htm	1850.0	 Boris 	Diamondstein Diamondstein		2.0	"Boris Diamondstein (Berl Dworkin) G.was born in 1892 in Homel, Mohilev Gubernia, Ukraine.He learned in a cheder and as a child of eight wrote a ""children's play"""	yt/lex/D/diamondstein-boris.htm	"{""given-name"": ""Boris"", ""surname"": ""Diamondstein Diamondstein""}"
yt/lex/D/diamont-kidi.htm		Kidi Diamont	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/diamont-kidi.htm	1850.0	 Kidi 	Diamont Diamont			Kidi Diamont (Golubok-Salamonovitsh) Born on 5 November 1892 in Chicago, America.Her parents were Leon and Anna Golubok.At six years of age, D	yt/lex/D/diamont-kidi.htm	"{""given-name"": ""Kidi"", ""surname"": ""Diamont Diamont""}"
yt/lex/D/diamont-sam.htm		Sam Diamont	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/diamont-sam.htm	1850.0	 Sam 	Diamont Diamont		2.0	Sam Diamont Born 10 September 1887 in Chicago, America.Parents--the actors L.and A	yt/lex/D/diamont-sam.htm	"{""given-name"": ""Sam"", ""surname"": ""Diamont Diamont""}"
yt/lex/D/dibek-yozef.htm		Yozef Dibek	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dibek-yozef.htm	1850.0	 Yozef	Dibek Dibek		2.0	Yozef Dibek D.performed together with Chaim Abramovitsh as a Yiddish folk song singer in Budapest, and in 1883 brought to Budapest Hurwitz's troupe, in which he had participated.At a later time D	yt/lex/D/dibek-yozef.htm	"{""given-name"": ""Yozef"", ""surname"": ""Dibek Dibek""}"
yt/lex/D/dick-isaac-meir.htm		Isaac Meir Dick	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dick-isaac-meir.htm	1850.0	 Isaac Meir 	Dick Dick		2.0	Isaac Meir (Itzhak) Dick Born in 1807 [according to Pinchas Kon -- 1813-4] in Vilna, Polish Lithuania.His father for forty years was a cantor in Zavil's shul, but he had to earn income in the grains trade in which the young Isaac Meir helped him out.He was educated in Gemorah, sitting in Niesvizh oyf kest bey shver un shviger, with a glkh, who taught him bshtikh German	yt/lex/D/dick-isaac-meir.htm	"{""given-name"": ""Isaac"", ""middle-name"": ""Meir"", ""surname"": ""Dick Dick""}"
yt/lex/D/dickstein-sol.htm	temp_6851	Sol Dickstein	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dickstein-sol.htm	1850.0	 Sol 	Dickstein Dickstein		2.0	Sol Dickstein Born in November 1890 in Sekuren (Sekareny), Bessarabia.Father -- small dealer.He learned in a cheder and a shul	yt/lex/D/dickstein-sol.htm	"{""given-name"": ""Sol"", ""surname"": ""Dickstein Dickstein""}"
yt/lex/D/didja-belle.htm	temp_6711	Belle Didja	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/didja-belle.htm	1850.0	 Belle 	Didja Didja		3.0	Belle Didja Born in New York, America, she was educated in a public school as well as a high school.As a child she also studied at the National Workers Association Jewish Elementary School.As a very young child she began to learn dancing with Dorsha Alex, Katshetovski and Michel Fokine	yt/lex/D/didja-belle.htm	"{""given-name"": ""Belle"", ""surname"": ""Didja Didja""}"
		Di Gildene Pave		https://www.museumoffamilyhistory.com/yt/gildene-pave.htm			Di Gildene Pave 				yt/gildene-pave.htm	"{""primary-name"": ""Di Gildene Pave"", ""surname"": ""Di Gildene Pave ""}"
yt/lex/D/dineson-jacob.htm		Jacob Dineson	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dineson-jacob.htm	1850.0	 Jacob 	Dineson Dineson			"Jacob Dineson Born in 1856 [according to J.E.-- 1859, according to ""Sefer zkhrun"" -- 1852 - Trkh""b] in New Zager, Kovno region, Lithuania, into a miukhsdiker family"	yt/lex/D/dineson-jacob.htm	"{""given-name"": ""Jacob"", ""surname"": ""Dineson Dineson""}"
yt/lex/D/dingol-s.htm	temp_6811	S. Dingol	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dingol-s.htm	1850.0	 S. 	Dingol Dingol			S.Dingol Born on 19 February 1886 in Rohatshov (Rogachev), Mohilever Gubernia, Ukraine, in a Chasidic-[lumdisher] family.He studied in Vilna and afterwards in Bern	yt/lex/D/dingol-s.htm	"{""given-name"": ""S."", ""surname"": ""Dingol Dingol""}"
yt/lex/D/dinman-simcha.htm		Simcha Dinman	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dinman-simcha.htm	1850.0	 Simcha 	Dinman Dinman		3.0	Simcha Dinman (Dilman) According to Itzhak Libresko, D.was a Lemberger and when Goldfaden had forced him to become a tenor, he sent him to Bucharest [tsukermanen, velkher hot im, gevezenem] a choirboy, he was brought in the troupe.As a singer, D	yt/lex/D/dinman-simcha.htm	"{""given-name"": ""Simcha"", ""surname"": ""Dinman Dinman""}"
yt/lex/D/dluznowsky-moshe.htm		Moshe Dluznowsky	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dluznowsky-moshe.htm	1850.0	 Moshe 	Dluznowsky Dluznowsky		2.0	Moshe Dluznowsky Born on 22 February 1906 in Tomaszow Mazowiecki , Poland, into a Chasidic family of small merchants.He received a religious Chasidic education in a cheder, Beit HaMedrash, later became an auto-didact in secular studies.He completed a technical drawing course in a textile school, and for a time worked in a manufacturing factory in Tomaszow and in Lodz	yt/lex/D/dluznowsky-moshe.htm	"{""given-name"": ""Moshe"", ""surname"": ""Dluznowsky Dluznowsky""}"
yt/lex/D/dobrushin-yekhezkel.htm		Yekhezkel Dobrushin	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dobrushin-yekhezkel.htm	1850.0	 Yekhezkel 	Dobrushin Dobrushin		2.0	"Yekhezkel Dobrushin Born in 1883 in the village of Mutin, Krolevtser Batrsirk, Chernigov Gubernia, Ukraine.Father -- a well-to-do lumber merchant.He learned at home with melamedim sh""s and puskim, At the same time also Hebrew and Russian"	yt/lex/D/dobrushin-yekhezkel.htm	"{""given-name"": ""Yekhezkel"", ""surname"": ""Dobrushin Dobrushin""}"
yt/lex/D/doctor-rubin.htm		Rubin Doctor	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/doctor-rubin.htm	1850.0	 Rubin 	Doctor		2.0	Rubin Doctor (Stolon) D.was born in 1882 in Yedinietz, Bessarabia.His father was a kosher meat tax collector	yt/lex/D/doctor-rubin.htm	"{""given-name"": ""Rubin"", ""surname"": ""Doctor"", ""professional-name"": ""Doctor""}"
yt/lex/D/dogim-yitskhok.htm		Yitskhok Dogim	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dogim-yitskhok.htm	1850.0	 Yitskhok 	Dogim Dogim		2.0	"Yitskhok Dogim (Isaac) Born on 1 April 1908 in Vilna, Polish Lithuania.Parents -- employees.Learned in Vilna's Ramailes Yeshiva, later in the school of ""Mfitsi Hshkhlh"", which he completed in 1925, then learned two years in Yiddish teacher's seminary, but due to material difficulties and the pull of the theatre, he cut short his studies there and worked for various businesses, and from 1927 until 1930 was a bookkeeper"	yt/lex/D/dogim-yitskhok.htm	"{""given-name"": ""Yitskhok"", ""surname"": ""Dogim Dogim""}"
yt/lex/D/doktorov-b.htm		B. Doktorov	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/doktorov-b.htm	1850.0	 B. 	Doktorov Doktorov			B.Doktorov D.was born in Yekaterinoslav, Ukraine	yt/lex/D/doktorov-b.htm	"{""given-name"": ""B"", ""surname"": ""Doktorov Doktorov""}"
yt/lex/D/dolinger-leah.htm		Leah Dolinger	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dolinger-leah.htm	1850.0	 Leah 	Dolinger Dolinger		3.0	"Leah Dolinger She was a member of the union ""Tsion"" in Vienna, and she participated in the drama section of this union, graduating from the Yiddish drama school in 1920 by the ""Freye folks-bine (Free People's Stage)"", later participating in the first production of the ""Freye folks-bine"" in Vienna.Then she immigrated to America and became enamored with the stage.M"	yt/lex/D/dolinger-leah.htm	"{""given-name"": ""Leah"", ""surname"": ""Dolinger Dolinger""}"
yt/lex/D/dolitzky-menachem-mendel.htm		Menachem Mendel Dolitzky	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dolitzky-menachem-mendel.htm	1850.0	 Menachem Mendel 	Dolitzky Dolitzky		2.0	Menachem Mendel Dolitzky Dolitzky was born on March 13, 1858 (according to a notation in Reyzen’s Lexicon [1856]), in Bialystok, PolanDolitzky His father was a ritual slaughterer.Dolitzky graduated from Zamenhoff’s State School.Until he was seventeen years old he studied sacred texts and after his marriage he continued his studies living with and dependent upon his father-in-law	yt/lex/D/dolitzky-menachem-mendel.htm	"{""given-name"": ""Menachem"", ""middle-name"": ""Mendel"", ""surname"": ""Dolitzky Dolitzky""}"
yt/lex/D/dorf-abe.htm		Abe Dorf	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dorf-abe.htm	1850.0	 Abe 	Dorf Dorf		2.0	Abe Dorf D.was born on 11 June 1894 in Moshtshisk (Mosciska), Eastern Galicia.His father was the owner of a traffic(?)	yt/lex/D/dorf-abe.htm	"{""given-name"": ""Abe"", ""surname"": ""Dorf Dorf""}"
yt/lex/D/dorf-elza.htm		Elza Dorf	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dorf-elza.htm	1850.0	 Elza 	Dorf Dorf			Elza Dorf D.began as a chorus singer and then crossed over to the genre of mother roles.In 1928 she acted with Gimpel in Lemberg.	yt/lex/D/dorf-elza.htm	"{""given-name"": ""Elza"", ""surname"": ""Dorf Dorf""}"
yt/lex/D/dorf-ethel.htm		Ethel Dorf	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dorf-ethel.htm	1850.0	 Ethel 	Dorf Dorf		3.0	Ethel Dorf (Epelblat) D.was born in 1899 in New York, America.Her parents were bakery owners	yt/lex/D/dorf-ethel.htm	"{""given-name"": ""Ethel"", ""surname"": ""Dorf Dorf""}"
yt/lex/D/dorf-morris.htm		Morris Dorf	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dorf-morris.htm	1850.0	 Morris 	Dorf Dorf		2.0	Morris Dorf D.was born on 26 December 1892 in Moshtshisk (Mosciska), Eastern Galicia.His father was the owner of a traffic(?)	yt/lex/D/dorf-morris.htm	"{""given-name"": ""Morris"", ""surname"": ""Dorf Dorf""}"
yt/lex/D/dorfzon-s-y.htm		S.Y. Dorfzon	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dorfzon-s-y.htm	1850.0	 S.Y. 	Dorfzon Dorfzon			S.Y.Dorfzon(Shmuel Yakov Harendorf) D.was born on 25 November 1900 in Checiny, Kielce Gubernia, Poland	yt/lex/D/dorfzon-s-y.htm	"{""surname"": ""Dorfzon Dorfzon""}"
moyt/lex/D/doyber-zechariah-avraham-V5.htm		Zechariah-Avraham Doyber	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/doyber-zechariah-avraham-V5.htm	1850.0	 Zechariah-Avraham 	Doyber Doyber	 Avraham		Zechariah-Avraham Doyber Born 23 April 1893 by Cheremosh, Bukovina.His family, which was from Macedonia, had lived in Bukovina for more than three hundred years.From his grandmother's side, his great-grandfather, Israel Kasir, was a Sefardi, a descendant from Spain	moyt/lex/D/doyber-zechariah-avraham-V5.htm	"{""given-name"": ""Zechariah"", ""alternative-name.1"": "" Avraham"", ""surname"": ""Doyber Doyber""}"
yt/lex/D/drabkin-joseph.htm		Joseph Drabkin	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/drabkin-joseph.htm	1850.0	 Joseph 	Drabkin Drabkin		2.0	Joseph Drabkin Born on 15 May 1885 in Homel, White Russia.In his early youth he came to America, and in 1907 became a manager of a Yiddish troupe in the state of Connecticut, bringing over such guest stars as Mogulesko, Kessler, Adler, Lipzin, Moshkovitsh, E.R	yt/lex/D/drabkin-joseph.htm	"{""given-name"": ""Joseph"", ""surname"": ""Drabkin Drabkin""}"
moyt/lex/D/dranov-m-V5.htm		M. Dranov	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/dranov-m-V5.htm	1850.0	 M. 	Dranov Dranov			"M.Dranov [Mordecai-Dovid Rozenblat] After 1915 we find him acting in Warsaw's ""Venus"" Theatre with Shtrasfogel, already not under his proper name, but under the stage name ""Dranov."" Jonas Turkow remarks about this: ""Dranov, who had copied and imitated the great Yiddish actor Natan Dranov, even took his name for a pseudonym."" Sigmund Turkow writes that during the First World War, when the Germans had occupied Warsaw, all the Yiddish ""illusionists"" (movie theatres), there would appear troupes from several professional and so-called ""wartime actors."" In the cinema on Jelne 1, a troupe began to play under the direction of the actor Bennie Abelson and L.Shtrasfogel"	moyt/lex/D/dranov-m-V5.htm	"{""given-name"": ""M."", ""surname"": ""Dranov Dranov"", ""salutation"": ""Dr.""}"
yt/lex/D/dranov-nathan.htm		Nathan Dranov	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dranov-nathan.htm	1850.0	 Nathan 	Dranov Dranov		2.0	Nathan Dranov (Nisn) Born circa 1884 in Fundakleevka, Kiev Gubernia, Ukraine, to pious parents.He learned in a cheder, a yeshiva, and sang with Nissan Belzer.At the age of eighteen, he left home with a Castilian-Italian itinerant troupe, where D	yt/lex/D/dranov-nathan.htm	"{""given-name"": ""Nathan"", ""surname"": ""Dranov Dranov""}"
yt/lex/D/dranova-nadya.htm		Nadya Dranova	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dranova-nadya.htm	1850.0	 Nadya 	Dranova Dranova		3.0	Nadya Dranova (Gnesya Meytus) D.was born on 27 September 1889 in Odessa, Ukraine.Her father was employed by the theatre and due to this, D	yt/lex/D/dranova-nadya.htm	"{""given-name"": ""Nadya"", ""surname"": ""Dranova Dranova""}"
moyt/lex/D/dreiblatt-paula-V5.htm		Paula Dreiblatt	Laski	https://www.museumoffamilyhistory.com/moyt/lex/D/dreiblatt-paula-V5.htm	1850.0	 Paula 	Dreiblatt Dreiblatt		3.0	Paula Dreiblatt (Perl Shneyer/Shnayr/Dreyblat) D.was born on 17 December 1891 in Koropiec, Galicia.Her father was a land lessee	moyt/lex/D/dreiblatt-paula-V5.htm	"{""given-name"": ""Paula"", ""surname"": ""Dreiblatt Dreiblatt""}"
		Paula Dreiblatt		https://www.museumoffamilyhistory.com/moyt/lex/D/dreiblatt-paula-V5.htm		 Paula 	Dreiblatt Dreiblatt				moyt/lex/D/dreiblatt-paula-V5.htm	"{""given-name"": ""Paula"", ""surname"": ""Dreiblatt Dreiblatt""}"
yt/lex/D/dreykurs-leon-V1.htm		Leon Dreykurs	Laski	https://www.museumoffamilyhistory.com/yt/lex/D/dreykurs-leon-V1.htm	1850.0	 Leon 	Dreykurs Dreykurs		2.0	Leon Dreykurs Born on 4 February 1894 in Lemberg, Galicia.On his mothers side, from the old altgezesener Lemberger family br'dch.His father was an immigrant from Zibnbirg	yt/lex/D/dreykurs-leon-V1.htm	"{""given-name"": ""Leon"", ""surname"": ""Dreykurs Dreykurs""}"
