start,id,lon,geo_id,geowkt,lat,title,geo_source,title_source,name_parts
1850,temp_5481,,,,,די גענאַרטע וועלט,,Zylbercweig Lexicon,"{""primary-name"": ""די גענאַרטע Welt""}"
1850,temp_5491,,,,,הירש גענדעל,,Zylbercweig Lexicon,"{""primary-name"": ""הירש גענדעל"", ""given-name"": ""הירש"", ""surname"": ""גענדעל""}"
1850,temp_5501,,,,,סאָלאָמאַן גענפער,,Zylbercweig Lexicon,"{""given-name"": ""סאָלאָמאַן"", ""surname"": ""גענפער""}"
1850,temp_5511,,,,,זשאַן (שמואל יעקב) געצמאַן,,Zylbercweig Lexicon,"{""given-name"": ""שמואל"", ""alternative-name"": ""זשאַן"", ""middle-name"": ""יעקב"", ""surname"": ""געצמאַן""}"
1850,temp_5521,,,,,סעם (ישראל) גערטלער,,Zylbercweig Lexicon,"{""primary-name"": ""גערטלער"", ""given-name"": ""ישראל"", ""alternative-name"": ""סעם""}"
1850,temp_5531,,,,,אַדאָלף גערטנער,,Zylbercweig Lexicon,"{""given-name"": ""אַדאָלף"", ""surname"": ""גערטנער""}"
1850,temp_5541,,,,,בּעטי גערטנער,,Zylbercweig Lexicon,"{""primary-name"": ""גערטנער"", ""given-name"": ""בּעטי""}"
1850,temp_5551,,,,,דזשעני (שיינדל שטערן) גערטנער,,Zylbercweig Lexicon,"{""given-name"": ""דזשעני"", ""alternative-name"": ""שיינדל"", ""surname"": ""גערטנער""}"
1850,temp_5561,,,,,יאַקאָוו גערטנער,,Zylbercweig Lexicon,"{""primary-name"": ""גערטנער"", ""given-name"": ""יאַקאָוו""}"
1850,temp_5571,,,,,א. מ. גערמאַן,,Zylbercweig Lexicon,"{""surname"": ""גערמאַן"", ""acronym"": ""א. מ.""}"
1850,temp_5581,,,,,ישראל גערמאַן,,Zylbercweig Lexicon,"{""given-name"": ""ישראל"", ""surname"": ""גערמאַן""}"
1850,temp_5591,,,,,לוסי (לאָשאַ קוטנער) גערמאַן,,Zylbercweig Lexicon,"{""given-name"": ""לאָשאַ"", ""alternative-name"": ""לוסי"", ""surname"": ""גערמאַן"", ""patronymic"": ""קוטנער""}"
1850,temp_5601,,,,,מישע (הערמאַן) גערמאַן,,Zylbercweig Lexicon,"{""given-name"": ""מישע"", ""alternative-name"": ""הערמאַן"", ""surname"": ""גערמאַן""}"
1850,temp_5611,,,,,בּערטאַ גערסטין,,Zylbercweig Lexicon,"{""primary-name"": ""בּירטאַ גערסטין"", ""given-name"": ""בּערטאַ"", ""surname"": ""גערסטין""}"
1850,temp_5621,,,,,מ. (מאָשקאָוויטש) גערץ,,Zylbercweig Lexicon,"{""alternative-name"": ""מאָשקאָוויטש"", ""surname"": ""גערץ"", ""acronym"": ""מ.""}"
1850,temp_5631,,,,,מ. (משה גערשויג) גערשאָי,,Zylbercweig Lexicon,"{""given-name"": ""משה"", ""alternative-name"": ""גערשאָי"", ""surname"": ""גערשויג"", ""acronym"": ""מ.""}"
1850,temp_5641,,,,,הערש גערשאַנאָוויטש,,Zylbercweig Lexicon,"{""primary-name"": ""הערש גערשאַנאָוויטש"", ""given-name"": ""הערש"", ""surname"": ""גערשאַנאָוויטש""}"
1850,temp_5651,,,,,סעם (שמואל) גערשטענזאַנג,,Zylbercweig Lexicon,"{""given-name"": ""שמואל"", ""alternative-name"": ""סעם"", ""surname"": ""גערשטענזאַנג""}"
1850,temp_5661,,,,,משה גערשענסאָן,,Zylbercweig Lexicon,"{""given-name"": ""משה"", ""surname"": ""גערשענסאָן""}"
1850,temp_5671,,,,,העלענאַ געשפּאַס,,Zylbercweig Lexicon,"{""primary-name"": ""העלענאַ געשפּאַס"", ""given-name"": ""העלענאַ"", ""surname"": ""געשפּאַס""}"
1850,temp_5681,,,,,(אברהם יעקב חאש-אַבראַמאָוו),,Zylbercweig Lexicon,"{""given-name"": ""אברהם"", ""middle-name"": ""יעקב"", ""surname"": ""חאש-אַבראַמאָוו""}"
1850,temp_5691,,,,,אַנעטאַ גראַדנער,,Zylbercweig Lexicon,"{""given-name"": ""אַנעטאַ"", ""surname"": ""גראַדנער""}"
1850,temp_5701,,,,,געזעלשאַפט,,Zylbercweig Lexicon,{}
1850,temp_5711,,,,,ישראל (ראָזענפעלד) גראַדנער,,Zylbercweig Lexicon,"{""primary-name"": ""ישראל"", ""alternative-name"": ""ראָזענפעלד"", ""surname"": ""גראַדנער""}"
1850,temp_5721,,,,,רייטשעל (ריינאַלדס) גראַדנער,,Zylbercweig Lexicon,"{""primary-name"": ""רייטשעל"", ""alternative-name"": ""ריינאַלדס"", ""surname"": ""גראַדנער""}"
1850,temp_5731,,,,,בנימין גראובארד,,Zylbercweig Lexicon,"{""given-name"": ""בנימין"", ""surname"": ""גראובארד""}"
1850,temp_5741,,,,,דוד גראָלל,,Zylbercweig Lexicon,"{""given-name"": ""דוד"", ""surname"": ""גראָלל""}"
1850,temp_5751,,,,,טשאַרלס וו. גראָלל,,Zylbercweig Lexicon,"{""primary-name"": ""טשאַרלס וו. גראָלל"", ""given-name"": ""טשאַרלס"", ""surname"": ""גראָלל""}"
1850,temp_5761,,,,,(אברהם אַזאַרך),,Zylbercweig Lexicon,"{""given-name"": ""אברהם"", ""surname"": ""אזרך""}"
1850,temp_5771,,,,,אַלעקסאַנדער גראנאך,,Zylbercweig Lexicon,"{""primary-name"": ""גראנאך"", ""given-name"": ""אַלעקסאַנדער"", ""surname"": ""גראנאך""}"
1850,temp_5781,,,,,סאַמי גראָנעמאַן,,Zylbercweig Lexicon,"{""given-name"": ""סאַמי"", ""surname"": ""גראָנעמאַן""}"
1850,temp_5791,,,,,אייבּי גראס,,Zylbercweig Lexicon,"{""primary-name"": ""אייבּי גראס"", ""given-name"": ""אייבּי"", ""surname"": ""גראס""}"
1850,temp_5801,,,,,נפתלי גראָס,,Zylbercweig Lexicon,"{""given-name"": ""נפתלי"", ""surname"": ""גראָס""}"
1850,temp_5811,,,,,חנה (מאַנדעלטאָרט) גראָסבּערג,,Zylbercweig Lexicon,"{""given-name"": ""חנה"", ""alternative-name"": ""מאַנדעלטאָרט"", ""surname"": ""גראָסבּערג""}"
1850,temp_5821,,,,,אוירווינג (יצחק לייבּ) גראָסמאַן,,Zylbercweig Lexicon,"{""primary-name"": ""גראָסמאַן"", ""given-name"": ""יצחק"", ""alternative-name"": ""אוירווינג"", ""middle-name"": ""לייבּ""}"
1850,temp_5831,,,,,דזשאָזעף מ. גראָסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""דזשאָזעף"", ""middle-name"": ""מ."", ""surname"": ""גראָסמאַן""}"
1850,temp_5841,,,,,העלען גראָסמאַן,,Zylbercweig Lexicon,"{""primary-name"": ""העלען גראָסמאַן"", ""surname"": ""גראָסמאַן""}"
1850,temp_5851,,,,,וו. מ. (דוד וואָלף) גראָסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""דוד"", ""alternative-name"": ""וו. מ."", ""surname"": ""גראָסמאַן""}"
1850,temp_5861,,,,,יעקב גראָסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""יעקב"", ""surname"": ""גראָסמאַן""}"
1850,temp_5871,,,,,סילוויאַ גראָסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""סילוויאַ"", ""surname"": ""גראָפּמאַן""}"
1850,temp_5881,,,,,סעמועל בּ. גראָסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""סעמועל"", ""surname"": ""גראָסמאַן"", ""acronym"": ""בּ.""}"
1850,temp_5891,,,,,פּאַוועל גראסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""פּאַוועל"", ""surname"": ""גראסמאַן""}"
1850,temp_5901,,,,,פעני (אַדלער) גראָסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""פעני"", ""alternative-name"": ""אַדלער"", ""surname"": ""גראָסמאַן""}"
1850,temp_5911,,,,,שלמה גראָסמאַן,,Zylbercweig Lexicon,"{""given-name"": ""שלמה"", ""surname"": ""גראָסמאַן""}"
1850,temp_5921,,,,,לעאָן גראַף,,Zylbercweig Lexicon,"{""primary-name"": ""לעאָן גראַף"", ""surname"": ""גראַף""}"
1850,temp_5931,,,,,פּיטער (פּתחיה) גראַף,,Zylbercweig Lexicon,"{""given-name"": ""פּיטר"", ""alternative-name"": ""פּתחיה"", ""surname"": ""גראַף""}"
1850,temp_5941,,,,,איידאַ (בריה) גראָפּער,,Zylbercweig Lexicon,"{""primary-name"": ""גראָפּער"", ""given-name"": ""איידאַ"", ""alternative-name"": ""בריה"", ""surname"": ""גראָפּער""}"
1850,temp_5951,,,,,יוסף גראָפּער,,Zylbercweig Lexicon,"{""given-name"": ""יוסף"", ""surname"": ""גראָפּר""}"
1850,temp_5961,,,,,אסתר גרובער,,Zylbercweig Lexicon,"{""given-name"": ""אסתר"", ""surname"": ""גרובער""}"
1850,temp_5971,,,,,דזשעי גרובער,,Zylbercweig Lexicon,"{""given-name"": ""דזשעי"", ""surname"": ""גרובער""}"
1850,temp_5981,,,,,מירעלע גרובער,,Zylbercweig Lexicon,"{""given-name"": ""מירעלע"", ""surname"": ""גרובר""}"
1850,temp_5991,,,,,בּערל גרודבּערג,,Zylbercweig Lexicon,"{""given-name"": ""בּערל"", ""surname"": ""גרודבּערג""}"
1850,temp_6001,,,,,(יצחק-בער טורקאָוו),,Zylbercweig Lexicon,"{""given-name"": ""יצחק-בער"", ""surname"": ""טורקאָוו""}"
1850,temp_6011,,,,,אברהם (גרושקאָווסקי) גרושקאָוו,,Zylbercweig Lexicon,"{""given-name"": ""אברהם"", ""alternative-name"": ""גרושקאָווסקי"", ""surname"": ""גרושקאָוו""}"
1850,temp_6021,,,,,אַננאַ גרושקאָף,,Zylbercweig Lexicon,"{""given-name"": ""אַננאַ"", ""surname"": ""גרושקאָף""}"
1850,temp_6031,,,,,אפּרים גריידיקער,,Zylbercweig Lexicon,"{""primary-name"": ""אפּרים גריידיקער"", ""given-name"": ""אפּרים"", ""surname"": ""גריידיקער""}"
1850,temp_6041,,,,,אָסקאַר גרין,,Zylbercweig Lexicon,"{""given-name"": ""אָסקאַר"", ""surname"": ""גרין""}"
1850,temp_6051,,,,,איזידאָר גרינבּלאַט,,Zylbercweig Lexicon,"{""given-name"": ""איזידאָר"", ""surname"": ""גרינבּלאַט""}"
1850,temp_6061,,,,,הערש גרינבּלאַט,,Zylbercweig Lexicon,"{""primary-name"": ""הערש גרינבּלאַט"", ""surname"": ""גרינבּלאַט""}"
1850,temp_6071,,,,,הענריק גרינבּערג,,Zylbercweig Lexicon,"{""primary-name"": ""הענריק גרינבּערג"", ""given-name"": ""הענריק"", ""surname"": ""גרינבּערג""}"
1850,temp_6081,,,,,חיים-בצלאל גרינבּערג,,Zylbercweig Lexicon,"{""given-name"": ""חיים"", ""middle-name"": ""בצלאל"", ""surname"": ""גרינבּערג""}"
1850,temp_6091,,,,,יוסף גרינבּערג,,Zylbercweig Lexicon,"{""given-name"": ""יוסף"", ""surname"": ""גרינבּערג""}"
1850,temp_6101,,,,,יעקב גרינבּערג,,Zylbercweig Lexicon,"{""given-name"": ""יעקב"", ""surname"": ""גרינבּערג""}"
1850,temp_6111,,,,,סעמיועל (שמחה) גרינבּערג,,Zylbercweig Lexicon,"{""given-name"": ""שמחה"", ""alternative-name"": ""סעמיועל"", ""surname"": ""גרינבּערג""}"
1850,temp_6121,,,,,פעני (טאָמאַשעווסקי) גרינבּערג,,Zylbercweig Lexicon,"{""given-name"": ""פעני"", ""alternative-name"": ""טאָמאַשעווסקי"", ""surname"": ""גרינבּערג""}"
1850,temp_6131,,,,,צעזאר (בּצלאל) גרינבּערג,,Zylbercweig Lexicon,"{""given-name"": ""צעזאר"", ""alternative-name"": ""בּצלאל"", ""surname"": ""גרינבּערג""}"
1850,temp_6141,,,,,יהודה גרינהויז,,Zylbercweig Lexicon,"{""given-name"": ""יהודה"", ""surname"": ""גרינהויז""}"
1850,temp_6151,,,,,דזשין (יעקב) גרינפעלד,,Zylbercweig Lexicon,"{""given-name"": ""יעקב"", ""alternative-name"": ""דזשין"", ""surname"": ""גרינפעלד""}"
1850,temp_6161,,,,,ראזא (טרייטלער) גרינפעלד,,Zylbercweig Lexicon,"{""given-name"": ""ראזא"", ""alternative-name"": ""טרייטלער"", ""surname"": ""גרינפלט""}"
1850,temp_6171,,,,,חנה גרינשטיין,,Zylbercweig Lexicon,"{""given-name"": ""חנה"", ""surname"": ""גרינשטיין""}"
1850,temp_6181,,,,,הירש גרינשטיין,,Zylbercweig Lexicon,"{""given-name"": ""הירש"", ""surname"": ""גרינשטיין""}"
1850,temp_6191,,,,,חיים גרינשפּאַן,,Zylbercweig Lexicon,"{""given-name"": ""חיים"", ""surname"": ""גרינשפּאן""}"
1850,temp_6201,,,,,פייוול גרינשפּאַן,,Zylbercweig Lexicon,"{""given-name"": ""פייוול"", ""surname"": ""גרינשפּאַן""}"
1850,temp_6211,,,,,ישראל גרינשפּון,,Zylbercweig Lexicon,"{""given-name"": ""ישראל"", ""surname"": ""גרינשפּון""}"
1850,temp_6231,,,,,יחזקאל דאָבּרושין,,Zylbercweig Lexicon,"{""given-name"": ""יחזקאל"", ""surname"": ""דאָבּרושין""}"
1850,temp_6241,,,,,יצחק דאגים,,Zylbercweig Lexicon,"{""given-name"": ""יצחק"", ""surname"": ""דאגים""}"
1850,temp_6251,,,,,אַדאָלף דאובער,,Zylbercweig Lexicon,"{""primary-name"": ""אַדאָלף דאובער"", ""given-name"": ""אַדאָלף"", ""surname"": ""דאובער""}"
1850,temp_6261,,,,,דאוויד דאַווידאָוו,,Zylbercweig Lexicon,"{""given-name"": ""דאוויד"", ""surname"": ""דאַווידאָוו""}"
1850,temp_6271,,,,,דוד (ראַציק) דאַווידאָוו,,Zylbercweig Lexicon,"{""given-name"": ""דוד"", ""alternative-name"": ""ראַציק"", ""surname"": ""דאַווידאָוו""}"
1850,temp_6281,,,,,אפרים דאַווידזאָהן,,Zylbercweig Lexicon,"{""given-name"": ""אפרים"", ""surname"": ""דאַווידזאָהן""}"
1850,temp_6291,,,,,מיכל דאַווידזאָן,,Zylbercweig Lexicon,"{""given-name"": ""מיכל"", ""surname"": ""דאַווידזאָן""}"
1850,temp_6301,,,,,חנה דאַיען-דאָבּראָוויסקאַ,,Zylbercweig Lexicon,"{""given-name"": ""חנה"", ""surname"": ""דאַיען-דאָבּראָויסקאַ""}"
1850,temp_6311,,,,,סעם דאַיען,,Zylbercweig Lexicon,"{""primary-name"": ""סעם דאַיען"", ""given-name"": ""סעם"", ""professional-name"": ""דאַיען""}"
1850,temp_6321,,,,,שרה דאַיען,,Zylbercweig Lexicon,"{""given-name"": ""שרה"", ""surname"": ""דאַיען""}"
1850,temp_6331,,,,,לאה דאָלינגער,,Zylbercweig Lexicon,"{""given-name"": ""לאה"", ""surname"": ""דאָלינגער""}"
1850,temp_6341,,,,,מנחם-מענדל דאָליצקי,,Zylbercweig Lexicon,"{""given-name"": ""מנחם-מענדל"", ""surname"": ""דאָליצקי""}"
1850,temp_6351,,,,,בּעטי (בראַצלאַווסקאַ) דאַלסקאַ,,Zylbercweig Lexicon,"{""given-name"": ""בּעטי"", ""alternative-name"": ""בראַצלאַווסקאַ"", ""surname"": ""דאַלסקאַ""}"
1850,temp_6361,,,,,אדאם דאָמב,,Zylbercweig Lexicon,"{""given-name"": ""אדאם"", ""surname"": ""דאָמב""}"
1850,temp_6381,,,,,יאַקעלע דאַנציגער,,Zylbercweig Lexicon,"{""primary-name"": ""יַקעלע דאַנציגער"", ""given-name"": ""יַקעלע"", ""surname"": ""דאַנציגער""}"
1850,temp_6391,,,,,מרדכי דאַנציס,,Zylbercweig Lexicon,"{""given-name"": ""מרדכי"", ""surname"": ""דאַנציס""}"
1850,temp_6401,,,,,רובּין (ראובן) דאָקטאָר,,Zylbercweig Lexicon,"{""given-name"": ""ראובן"", ""alternative-name"": ""רובּין"", ""professional-name"": ""דאָקטאָר""}"
1850,temp_6411,,,,,בּ. דאָקטאָראָוו,,Zylbercweig Lexicon,"{""given-name"": ""ב"", ""professional-name"": ""דאָקטאָראָוו""}"
1850,temp_6421,,,,,וואָלף (אייזנשטיין) דארעלין,,Zylbercweig Lexicon,"{""primary-name"": ""דארעלין"", ""given-name"": ""וואָלף"", ""alternative-name"": ""אייזנשטיין""}"
1850,temp_6431,,,,,אייבּ דאָרף,,Zylbercweig Lexicon,"{""primary-name"": ""אייבּ דאָרף"", ""given-name"": ""אייבּ"", ""surname"": ""דאָרף""}"
1850,temp_6441,,,,,מאָריס דאָרף,,Zylbercweig Lexicon,"{""given-name"": ""מאָריס"", ""surname"": ""דאָרף""}"
1850,temp_6451,,,,,עטל (עפּעלבלאַט) דאָרף,,Zylbercweig Lexicon,"{""primary-name"": ""עטל"", ""alternative-name"": ""עפּעלבלאַט"", ""surname"": ""דאָרף""}"
1850,temp_6461,,,,,עלזאַ דאָרף,,Zylbercweig Lexicon,"{""primary-name"": ""עלזאַ דאָרף""}"
1850,temp_6471,,,,,(שמואל-יעקב האַרעדאָרף),,Zylbercweig Lexicon,"{""given-name"": ""שמואל-יעקב"", ""surname"": ""האַרעדאָרף""}"
1850,temp_6481,,,,,צני-הערש דאַשעווסקי,,Zylbercweig Lexicon,"{""given-name"": ""צני-הערש"", ""surname"": ""דאַשעווסקי""}"
1850,temp_6491,,,,,חנה (עדעלמאַן) דאַשקעוויטש,,Zylbercweig Lexicon,"{""given-name"": ""חנה"", ""alternative-name"": ""עדעלמאַן"", ""surname"": ""דאַשקעוויטש""}"
1850,temp_6501,,,,,דאָראַ (ראַבוורין) דובּינסקאַ,,Zylbercweig Lexicon,"{""given-name"": ""דאָראַ"", ""alternative-name"": ""ראַבוורין"", ""surname"": ""דובּינסקאַ""}"
1850,temp_6521,,,,,ראובן דובּינסקי,,Zylbercweig Lexicon,"{""given-name"": ""ראובן"", ""surname"": ""דובּינסקי""}"
1850,temp_6531,,,,,הילעל דובּראָווינסקי,,Zylbercweig Lexicon,"{""primary-name"": ""הילעל דובּראָווינסקי"", ""given-name"": ""הילעל"", ""surname"": ""דוברובינסקי""}"
1850,temp_6541,,,,,זכריה-אברהם דויבער,,Zylbercweig Lexicon,"{""given-name"": ""זכריה"", ""middle-name"": ""אברהם"", ""surname"": ""דויבער""}"
1850,temp_6561,,,,,וואָלף דורמאשקין,,Zylbercweig Lexicon,"{""given-name"": ""וואָלף"", ""surname"": ""דורמאשקין""}"
1850,temp_6581,,,,,שרה דזשאַקלין-האַמער,,Zylbercweig Lexicon,"{""given-name"": ""שרה"", ""alternative-name"": ""דזשאַקלין"", ""surname"": ""האַמער""}"
1850,temp_6591,,,,,(הערשל דזשארדאנאווסקי),,Zylbercweig Lexicon,"{""given-name"": ""הערשל"", ""surname"": ""דזשארדאנאווסקי""}"
1850,temp_6601,,,,,בּעטי (טרייאלער) דזשייקאָבּס,,Zylbercweig Lexicon,"{""given-name"": ""בּעטי"", ""alternative-name"": ""טרייאלער"", ""surname"": ""דזשייקאָבּס""}"
1850,temp_6611,,,,,(יעקב יאַקובּאָוויטש),,Zylbercweig Lexicon,"{""given-name"": ""יעקב"", ""surname"": ""יאַקובּאָוויטש""}"
1850,temp_6621,,,,,אוירווינג דזשייקאָבּסאָן,,Zylbercweig Lexicon,"{""given-name"": ""אוירווינג"", ""surname"": ""דזשייקאָבּסאָן""}"
1850,temp_6631,,,,,בּעטי (ביילע שור) דזשייקאָבּסאָן,,Zylbercweig Lexicon,"{""primary-name"": ""בּעטי"", ""alternative-name"": ""ביילע"", ""surname"": ""דזשייקאָבּסון""}"
1850,temp_6641,,,,,(דראַמאַטורג),,Zylbercweig Lexicon,"{""professional-name"": ""דראַמאַטורג""}"
1850,temp_6651,,,,,(קאָסטיומען-צייכענער),,Zylbercweig Lexicon,"{""professional-name"": ""קאָסטיומען-צייכענער""}"
1850,temp_6661,,,,,היימי (חיים-מענדל) דזשייקאַבּסאָן,,Zylbercweig Lexicon,"{""given-name"": ""חיים-מענדל"", ""alternative-name"": ""היימי"", ""surname"": ""דזייקאבּסון""}"
1850,temp_6671,,,,,הענריעטאַ דזשייקאַבּסאָן,,Zylbercweig Lexicon,"{""primary-name"": ""הענריעטאַ דזשייקאַבּסאָן"", ""surname"": ""דזשייקאַבּסאָן""}"
1850,temp_6681,,,,,יוסף (יאַקאָבזאָן) דזשייקאַבּסאָן,,Zylbercweig Lexicon,"{""given-name"": ""יוסף"", ""alternative-name"": ""יאַקאָבזאָן"", ""surname"": ""דזשייקאַבּסאָן""}"
1850,temp_6691,,,,,די גילדענע פּאַווע,,Zylbercweig Lexicon,"{""primary-name"": ""די גילדענע פּאַווע""}"
1850,temp_6701,,,,,יאָזעף דיבּעק,,Zylbercweig Lexicon,"{""given-name"": ""יאָזעף"", ""surname"": ""דיבּעק""}"
1850,temp_6721,,,,,יצחק (סאָלאָמיאַניק) דייטש,,Zylbercweig Lexicon,"{""given-name"": ""יצחק"", ""alternative-name"": ""סאָלאָמיאַניק"", ""surname"": ""דייטש""}"
1850,temp_6731,,,,,מיני (מענקעס) דייטש,,Zylbercweig Lexicon,"{""given-name"": ""מיני"", ""alternative-name"": ""מענקעס"", ""surname"": ""דייטש""}"
1850,temp_6741,,,,,שייע דייטש,,Zylbercweig Lexicon,"{""given-name"": ""שייע"", ""surname"": ""דייטש""}"
1850,temp_6761,,,,,סעם (גאָלובאַק) דיימאÀָנט,,Zylbercweig Lexicon,"{""primary-name"": ""סעם"", ""alternative-name"": ""גאָלובאַק"", ""surname"": ""דיימאÀָנט""}"
1850,temp_6771,,,,,(גאָלובאָק-סאלאמאָנאָוויטש),,Zylbercweig Lexicon,"{""surname"": ""גאָלובאָק"", ""patronymic"": ""סאלאמאָנאָוויטש""}"
1850,temp_6781,,,,,(בערל דוואָרקין),,Zylbercweig Lexicon,"{""given-name"": ""בערל"", ""surname"": ""דוואָרקין""}"
1850,temp_6791,,,,,שמואל דייקסעל,,Zylbercweig Lexicon,"{""given-name"": ""שמואל"", ""surname"": ""דייקסעל""}"
1850,temp_6801,,,,,אָסיפּ (יוסף פּערלמאַן) דימאָוו,,Zylbercweig Lexicon,"{""given-name"": ""אָסיפּ"", ""alternative-name"": ""יוסף"", ""surname"": ""פּערלמאַן"", ""patronymic"": ""דימאָוו""}"
1850,temp_6821,,,,,שמחה דינמאַן (דילמאַן),,Zylbercweig Lexicon,"{""given-name"": ""שמחה"", ""alternative-name"": ""דילמאַן"", ""surname"": ""דינמאַן""}"
1850,temp_6831,,,,,יעקב דינעזאָן,,Zylbercweig Lexicon,"{""given-name"": ""יעקב"", ""surname"": ""דינעזון""}"
1850,temp_6841,,,,,אייזיק (יצחק) מאיר דיק,,Zylbercweig Lexicon,"{""given-name"": ""אייזיק"", ""alternative-name"": ""יצחק"", ""middle-name"": ""מאיר"", ""surname"": ""דיק""}"
1850,temp_6861,,,,,משה דלוזשנאָווסקי,,Zylbercweig Lexicon,"{""given-name"": ""משה"", ""surname"": ""דלוזשנאָווסקי""}"
1850,temp_6871,,,,,הערי א. (דאַלעטיצקי דעל,,Zylbercweig Lexicon,"{""given-name"": ""הערי"", ""alternative-name"": ""דעל"", ""surname"": ""דאַלעטיצקי"", ""acronym"": ""א.""}"
1850,temp_6881,,,,,וואָלף דעמאָנט,,Zylbercweig Lexicon,"{""given-name"": ""וואָלף"", ""surname"": ""דעמאָנט""}"
1850,temp_6891,,,,,יואל-דוד דעמבּיצער,,Zylbercweig Lexicon,"{""primary-name"": ""דעמבּיצער"", ""given-name"": ""יואל"", ""middle-name"": ""דוד"", ""surname"": ""דעמבּיצער""}"
1850,temp_6901,,,,,דוד (צוויבעלשאַרף) דענק,,Zylbercweig Lexicon,"{""given-name"": ""דוד"", ""alternative-name"": ""צוויבעלשאַרף"", ""surname"": ""דענק""}"
1850,temp_6911,,,,,יאָזעף (יוסף-חיים) דעססער,,Zylbercweig Lexicon,"{""primary-name"": ""יאָזעף"", ""alternative-name"": ""יוסף-חיים"", ""surname"": ""דעססער""}"
1850,temp_6921,,,,,דזשאָזעף דראַבּקין,,Zylbercweig Lexicon,"{""given-name"": ""דזשאָזעף"", ""surname"": ""דראַבּקין""}"
1850,temp_6931,,,,,? דראָזדאָוויטש,,Zylbercweig Lexicon,"{""primary-name"": ""? דראָזדאָוויטש""}"
1850,temp_6941,,,,,(מרדכי-דוד ראָזענבּלאַט),,Zylbercweig Lexicon,"{""given-name"": ""מרדכי"", ""middle-name"": ""דוד"", ""surname"": ""ראָזענבּלאַט""}"
1850,temp_6951,,,,,נאַדיאַ (גרעסיע מייטוס) דראַנאָוו,,Zylbercweig Lexicon,"{""given-name"": ""נאַדיאַ"", ""alternative-name"": ""גרעסיע"", ""surname"": ""דראַנאָוו""}"
1850,temp_6961,,,,,נאַטאַן (ניסן) דראַנאָוו,,Zylbercweig Lexicon,"{""primary-name"": ""דראַנו בּו"", ""given-name"": ""נאטאַן"", ""alternative-name"": ""ניסן"", ""surname"": ""דראנו""}"
1850,temp_6971,,,,,לייב דרוקער,,Zylbercweig Lexicon,"{""given-name"": ""לייב"", ""surname"": ""דרוקער""}"
1850,temp_6981,,,,,זשעניע דרייזין,,Zylbercweig Lexicon,"{""primary-name"": ""זשעניע דרייזין"", ""surname"": ""דרייזין""}"
1850,temp_7001,,,,,ה. דרימער,,Zylbercweig Lexicon,"{""surname"": ""דרימער"", ""honorific"": ""ה.""}"
1850,temp_7011,,,,,? האבּער,,Zylbercweig Lexicon,"{""honorific"": ""האבּער""}"
1850,temp_7021,,,,,יאָזעף האַבּערמאַן,,Zylbercweig Lexicon,"{""given-name"": ""יאָזעף"", ""surname"": ""האַבּערמאַן""}"
1850,temp_7031,,,,,קלאַראַ (פריימאַן) האַבּערמאַן,,Zylbercweig Lexicon,"{""primary-name"": ""האַבּערמאַן"", ""given-name"": ""קלאַראַ"", ""alternative-name"": ""פריימאַן"", ""surname"": ""האַבּערמאַן""}"
1850,temp_7041,,,,,האור,,Zylbercweig Lexicon,"{""primary-name"": ""האור""}"
1850,temp_7051,,,,,אברהם האָכבּאַן,,Zylbercweig Lexicon,"{""given-name"": ""אברהם"", ""surname"": ""האָכבּאַן""}"
1850,temp_7061,,,,,יעטאַ האָכבּערג,,Zylbercweig Lexicon,"{""primary-name"": ""יעטאַ האָכבּערג"", ""given-name"": ""יעטאַ"", ""surname"": ""האָכבּערג""}"
1850,temp_7071,,,,,מרדכי האָכבּערג,,Zylbercweig Lexicon,"{""primary-name"": ""האָכבּערג"", ""given-name"": ""מרדכי""}"
1850,temp_7081,,,,,רחל (אַריעל) האָכבּערג,,Zylbercweig Lexicon,"{""primary-name"": ""האָכבּערג"", ""given-name"": ""רחל"", ""alternative-name"": ""אַריעל""}"
1850,temp_7091,,,,,שאול האָכבּערג,,Zylbercweig Lexicon,"{""primary-name"": ""האכברג"", ""given-name"": ""שאול"", ""surname"": ""האכברג""}"
1850,temp_7101,,,,,הערי (כאזין) האָכשטיין,,Zylbercweig Lexicon,"{""given-name"": ""הערי"", ""alternative-name"": ""כאזין"", ""surname"": ""האָכשטיין""}"
1850,temp_7111,,,,,יעקב האָכשטיין,,Zylbercweig Lexicon,"{""given-name"": ""יעקב"", ""surname"": ""האָכשטיין""}"
1850,temp_7121,,,,,יוסף האָלדער,,Zylbercweig Lexicon,"{""given-name"": ""יוסף"", ""surname"": ""האַלדער""}"
1850,temp_7131,,,,,איזידאָר האָלענדער,,Zylbercweig Lexicon,"{""primary-name"": ""איזידאָר האָלענדער"", ""given-name"": ""איזידאָר"", ""surname"": ""האָלענדער""}"
1850,temp_7141,,,,,חנה (פינקענטאל) האָלענדער,,Zylbercweig Lexicon,"{""given-name"": ""חנה"", ""alternative-name"": ""פינקענטאל"", ""surname"": ""האָלענדער""}"
