Cluster ID,confidence_score,,id,lon,geo_id,geowkt,lat,title,geo_source,title_source,name_parts,data_source,description 
2079,1.0,2046,2027,,,,,shmeun-ber kratko,,,"{""primary-name"": ""shmeun-ber"", ""surname"": ""krtko""}",0,
309,0.57305145,2047,2028,,,,,eika kratshak,,,"{""primary-name"": ""eika kratshak"", ""given-name"": ""eika"", ""surname"": ""kratshak""}",0,
2080,1.0,2048,2029,,,,,yiyp (ytskhk romvro) krants,,,"{""primary-name"": ""yiyp"", ""given-name"": ""ytskhk"", ""alternative-name"": ""yiyp"", ""surname"": ""krants"", ""patronymic"": ""romvro""}",0,
2081,1.0,2049,2030,,,,,shrh krantseid,,,"{""given-name"": ""shrh"", ""surname"": ""krantseid""}",0,
310,0.7628601,2050,2031,,,,,krastoshevsky,,,"{""primary-name"": ""krastoshevsky"", ""surname"": ""krastoshevsky""}",0,
2082,1.0,2051,2032,,,,,krug,,,"{""primary-name"": "" krug""}",0,
2083,1.0,2052,2033,,,,,shimh kroyze,,,"{""given-name"": ""shimh"", ""surname"": ""kroyze""}",0,
2084,1.0,2053,2034,,,,,ih (ioyiand) kroyze-myier,,,"{""primary-name"": ""kroyze-myier"", ""given-name"": ""ih"", ""alternative-name"": ""ioyiand"", ""surname"": ""kroyze-myier""}",0,
121,0.6045985,2054,2035,,,,,(kroynshtt) kroyn,,,"{""primary-name"": ""(kroynshtt) kroyn"", ""surname"": ""kroyn"", ""nisba"": ""kroynshtt""}",0,
2085,1.0,2055,2036,,,,,kruievska teater,,,"{""primary-name"": ""kruievska teater""}",0,
2086,1.0,2056,2037,,,,,berta kreytsnerg,,,"{""primary-name"": ""berta kreytsnerg"", ""surname"": ""kreytsnerg""}",0,
2087,1.0,2057,2038,,,,,yasha (saksansky) kreytsnerg,,,"{""primary-name"": ""kreytsnerg"", ""given-name"": ""yasha"", ""alternative-name"": ""saksansky"", ""surname"": ""kreytsnerg""}",0,
2088,1.0,2058,2039,,,,,rudoif krystyan,,,"{""given-name"": ""rudoif"", ""middle-name"": ""krystyan""}",0,
2089,1.0,2059,2040,,,,,ieon kryshtai,,,"{""primary-name"": ""kryshtai"", ""given-name"": ""ieon""}",0,
2090,1.0,2060,2041,,,,,ytskhk kreiman,,,"{""given-name"": ""ytskhk"", ""surname"": ""kreiman""}",0,
122,0.5194815,2061,2042,,,,,yza kremer,,,"{""given-name"": ""yza"", ""surname"": ""kremer""}",0,
123,0.8673586,2062,2043,,,,,ysak kremer,,,"{""given-name"": ""ysak"", ""surname"": ""kremer""}",0,
2091,1.0,2063,2044,,,,,btsii kremer,,,"{""primary-name"": ""btsii kremer"", ""given-name"": ""btsii"", ""surname"": ""kremer""}",0,
2092,1.0,2064,2045,,,,,yusf kremer,,,"{""given-name"": ""yusf"", ""surname"": ""kremer""}",0,
124,0.64563763,2065,2046,,,,,iuys kremer,,,"{""given-name"": ""iuys"", ""surname"": ""kremer""}",0,
2093,1.0,2066,2047,,,,,mrym kresyn,,,"{""given-name"": ""mrym"", ""surname"": ""kresyn""}",0,
2094,1.0,2067,2048,,,,,yekb krepiyak,,,"{""given-name"": ""yekb"", ""surname"": ""krepiyak""}",0,
2095,1.0,2068,2049,,,,,maks kreshver,,,"{""primary-name"": ""maks kreshver"", ""given-name"": ""maks"", ""surname"": ""kreshver""}",0,
2096,1.0,2070,2050,,,,,mnhm-mendi rbyn,,,"{""primary-name"": ""mnhm-mendi"", ""surname"": ""rbyn""}",0,
2097,1.0,2071,2051,,,,,brhm rabynovytsh,,,"{""given-name"": ""brhm"", ""surname"": ""rabynovytsh""}",0,
2098,1.0,2072,2052,,,,,herman (yanki-hersh) rabynovytsh,,,"{""primary-name"": ""herman"", ""given-name"": ""yanki-hersh"", ""surname"": ""rabynovytsh""}",0,
2099,1.0,2073,2053,,,,,yshri rabynovytsh,,,"{""given-name"": ""yshri"", ""surname"": ""rabynovytsh""}",0,
193,0.7686806,2074,2054,,,,,iyub rabynovytsh,,,"{""given-name"": ""iyub"", ""surname"": ""rabynovytsh""}",0,
2100,1.0,2075,2055,,,,,ieon (ieybi) rabynovytsh,,,"{""primary-name"": ""rabynovytsh"", ""given-name"": ""ieon"", ""alternative-name"": ""ieybi"", ""surname"": ""rabynovytsh""}",0,
2101,1.0,2076,2056,,,,,roza (tararutskaya) rabynovytsh,,,"{""given-name"": ""roza"", ""alternative-name"": ""tarrutskaya"", ""surname"": ""rabynovytsh""}",0,
2102,1.0,2077,2057,,,,,ieh (iea) robyns,,,"{""given-name"": ""ieh"", ""alternative-name"": ""iea"", ""surname"": ""robyns""}",0,
311,0.5226064,2078,2058,,,,,ssr rabyner,,,"{""given-name"": ""ssr"", ""surname"": ""rabyner""}",0,
2103,1.0,2079,2059,,,,,mikhh (ravynovytsh) rabei,,,"{""given-name"": ""mikhh"", ""alternative-name"": ""ravynovytsh"", ""surname"": ""rabei""}",0,
2104,1.0,2080,2060,,,,,dud rogov,,,"{""given-name"": ""dud"", ""surname"": ""rogov""}",0,
125,0.63176423,2081,2061,,,,,hii rogof,,,"{""primary-name"": ""hii rogof"", ""given-name"": ""hii"", ""surname"": ""rogof""}",0,
2105,1.0,2082,2062,,,,,nadye rdyn,laski:moyt/lex/R/radin-nadia-V5.htm,,"{""given-name"": ""nadye"", ""surname"": ""rdyn""}",0,
2106,1.0,2083,2063,,,,,dzheyn (tsukerman) ruz,,,"{""given-name"": ""dzheyn"", ""alternative-name"": ""tsukerman"", ""surname"": ""ruz""}",0,
2107,1.0,2084,2064,,,,,ieyzer rukh,,,"{""given-name"": ""ieyzer"", ""surname"": ""rukh""}",0,
2108,1.0,2085,2065,,,,,zysh rznyetsky,,,"{""primary-name"": ""zysh rznyetsky"", ""surname"": ""rznyetsky""}",0,
2109,1.0,2086,2066,,,,,vyera (shre vyner) rozanko,,,"{""given-name"": ""shre"", ""alternative-name"": ""vyera"", ""surname"": ""rozanko""}",0,
2110,1.0,2087,2067,,,,,brhm rzen,,,"{""given-name"": ""brhm"", ""surname"": ""rzen""}",0,
126,0.66457206,2088,2068,,,,,gerta rozen,,,"{""given-name"": ""gerta"", ""surname"": ""rozen""}",0,
2111,1.0,2089,2069,,,,,ih rozen,,,"{""primary-name"": ""ih rozen"", ""given-name"": ""ih"", ""surname"": ""rozen""}",0,
2112,1.0,2090,2070,,,,,maks rozen,,,"{""given-name"": ""maks"", ""surname"": ""rozen""}",0,
2113,1.0,2091,2071,,,,,shmkhh rozen,,,"{""given-name"": ""shmkhh"", ""surname"": ""rozen""}",0,
2114,1.0,2092,2072,,,,,brhm rzenvoym,,,"{""primary-name"": ""rzenvoym"", ""given-name"": ""brhm""}",0,
2115,1.0,2093,2073,,,,,yekb-kheym rzenvoym,,,"{""given-name"": ""yekb-kheym"", ""surname"": ""rzenvoym""}",0,
2116,1.0,2094,2074,,,,,rozenvium,,,"{""surname"": ""rozenvium""}",0,
2117,1.0,2095,2075,,,,,adoif (hrun) rozenvium,,,"{""given-name"": ""adf"", ""alternative-name"": ""hrun"", ""surname"": ""rozenvium""}",0,
2118,1.0,2096,2076,,,,,vety (veyie) rozenvium,,,"{""given-name"": ""vety"", ""alternative-name"": ""veyie"", ""surname"": ""rozenvium""}",0,
2119,1.0,2097,2077,,,,,dburh rozenvium,,,"{""given-name"": ""dburh"", ""surname"": ""rozenvium""}",0,
2120,1.0,2098,2078,,,,,brhm rozenverg,,,"{""primary-name"": ""rozenverg"", ""given-name"": ""brhm"", ""surname"": ""rozenverg""}",0,
2121,1.0,2099,2079,,,,,berta rozenverg,,,"{""given-name"": ""berta"", ""surname"": ""rozenverg""}",0,
2122,1.0,2100,2080,,,,,tubyh-gdiyh rozenverg,,,"{""given-name"": ""tubyh"", ""middle-name"": ""gdiyh"", ""surname"": ""roznberg""}",0,
2123,1.0,2101,2081,,,,,yozef (yusf-yunh) rozenverg,,,"{""given-name"": ""yusf"", ""alternative-name"": ""yunh"", ""surname"": ""rozenverg""}",0,
2124,1.0,2102,2082,,,,,yshri (ameryke) rozenverg,,,"{""primary-name"": ""rozenverg"", ""given-name"": ""yshri"", ""alternative-name"": ""ameryke""}",0,
2125,1.0,2103,2083,,,,,yshri (rusiand) rozenverg,,,"{""given-name"": ""yshri"", ""alternative-name"": ""rusiand"", ""surname"": ""rozenverg""}",0,
2126,1.0,2104,2084,,,,,iyub rozenverg,,,"{""primary-name"": ""iyub rozenverg"", ""given-name"": ""iyub"", ""surname"": ""rozenverg""}",0,
2127,1.0,2105,2085,,,,,shrh (shrh-sheyndi) rozenverg,,,"{""given-name"": ""shrh"", ""alternative-name"": ""sheyndi"", ""surname"": ""rozenverg""}",0,
2128,1.0,2106,2086,,,,,borys rozentai,,,"{""given-name"": ""borys"", ""surname"": ""rozent""}",0,
2129,1.0,2107,2087,,,,,yasha (yekb-ver) rozentai,,,"{""primary-name"": ""rozentai"", ""given-name"": ""yasha"", ""alternative-name"": ""yekb-ver""}",0,
127,0.57305145,2108,2088,,,,,ieyv rozentai,,,"{""given-name"": ""ieyv"", ""surname"": ""rozentai""}",0,
2130,1.0,2109,2089,,,,,maks rozentai,,,"{""given-name"": ""maks"", ""surname"": ""rozentai""}",0,
2131,1.0,2110,2090,,,,,neytn rozentai,,,"{""primary-name"": ""rozentai"", ""given-name"": ""neytn""}",0,
2132,1.0,2111,2091,,,,,savyna rozentai,,,"{""given-name"": ""savyna"", ""surname"": ""rozentai""}",0,
2133,1.0,2112,2092,,,,,kiara rozentai,,,"{""given-name"": ""kiara"", ""surname"": ""rozentai""}",0,
128,0.5305892,2113,2093,,,,,rmn rozentai,,,"{""surname"": ""rozentai""}",0,
312,0.79591155,2114,2094,,,,,herman rozenarb,,,"{""primary-name"": ""herman rozenarb"", ""given-name"": ""herman"", ""surname"": ""rozenarb""}",0,
2134,1.0,2115,2095,,,,,yunh rozeneid,,,"{""given-name"": ""yunh"", ""surname"": ""rozeneid""}",0,
313,0.5801683,2116,2096,,,,,rouz-iy rozentsveyg,,,"{""primary-name"": ""rouz-iy rozentsveyg"", ""given-name"": ""rouz-iy"", ""surname"": ""rozentsveyg""}",0,
314,0.80632013,2117,2097,,,,,regyna rozentsveyg,,,"{""given-name"": ""regyna"", ""surname"": ""rozentsveyg""}",0,
2135,1.0,2118,2098,,,,,ieyzer rozenshteyn,,,"{""given-name"": ""ieyzer"", ""surname"": ""rozenshteyn""}",0,
2136,1.0,2119,2099,,,,,semuei rozenshteyn,,,"{""given-name"": ""semuei"", ""surname"": ""rozenshteyn""}",0,
2137,1.0,2120,2100,,,,,grshun rt,,,"{""given-name"": ""grshun"", ""surname"": ""rt""}",0,
2138,1.0,2121,2101,,,,,vnymyn rotman,,,"{""given-name"": ""vnymyn"", ""surname"": ""rotman""}",0,
129,0.89029753,2122,2102,,,,,manye ratner,,,"{""primary-name"": ""manye ratner"", ""given-name"": ""manye"", ""surname"": ""ratner""}",0,
2139,1.0,2123,2103,,,,,mshh ratner,,,"{""given-name"": ""mshh"", ""surname"": ""ratner""}",0,
2140,1.0,2124,2104,,,,,ysheyh (shayeie) rotshteyn,,,"{""given-name"": ""ysheyh"", ""alternative-name"": ""shayeie"", ""surname"": ""rotshteyn""}",0,
2141,1.0,2125,2105,,,,,eiyas rotshteyn,,,"{""given-name"": ""eiyas"", ""surname"": ""rotshteyn""}",0,
315,0.6139831,2126,2106,,,,,eiy rotshteyn,,,"{""primary-name"": ""eiy rotshteyn"", ""given-name"": ""eiy"", ""surname"": ""rotshteyn""}",0,
2142,1.0,2127,2107,,,,,rakhmanov (),,,"{""primary-name"": ""rakhmanov"", ""nisba"": ""rakhmanov""}",0,
152,0.9291363,2128,2108,,,,,ieyzer rakhmanov,,,"{""given-name"": ""ieyzer"", ""surname"": ""rakhmanov""}",0,
2143,1.0,2129,2109,,,,,mshh ran,,,"{""given-name"": ""mshh"", ""surname"": ""ran""}",0,
2144,1.0,2130,2110,,,,,shui raskyn,laski:yt/lex/R/raskin-saul.htm,,"{""given-name"": ""shui"", ""surname"": ""raskyn""}",0,
2145,1.0,2131,2111,,,,,hrn b rapaport,,,"{""given-name"": ""hrn"", ""surname"": ""rapaport"", ""patronymic"": ""b""}",0,
177,0.5921475,2132,2112,,,,,heyman rapaport,,,"{""primary-name"": ""rapaport"", ""given-name"": ""heyman"", ""surname"": ""rapaport""}",0,
2146,1.0,2133,2113,,,,,iyze (shuimys) rapei,,,"{""given-name"": ""iyze"", ""alternative-name"": ""shuimys"", ""surname"": ""rapei""}",0,
2147,1.0,2134,2114,,,,,ieyzer rapei,,,"{""given-name"": ""ieyzer"", ""surname"": ""rapei""}",0,
2148,1.0,2135,2115,,,,,mysha rapei,laski:yt/lex/R/rappel-misha.htm,,"{""primary-name"": ""mysha rapei"", ""given-name"": ""mysha"", ""surname"": ""rapei""}",0,
2149,1.0,2136,2116,,,,,yva raaia,,,"{""given-name"": ""yva"", ""surname"": ""raaia""}",0,
2150,1.0,2137,2117,,,,,kiara raaia,,,"{""given-name"": ""kiara"", ""surname"": ""raaia""}",0,
2151,1.0,2138,2118,,,,,kheym m raaiavytsh,,,"{""given-name"": ""kheym"", ""middle-name"": ""m"", ""surname"": ""raaiavytsh""}",0,
2152,1.0,2139,2119,,,,,kits) (ieyvovytsh,,,"{""given-name"": ""kits"", ""surname"": ""ieyvovytsh""}",0,
130,0.6045985,2140,2120,,,,,yuiyus (ykhyi) rakov,,,"{""primary-name"": ""yuiyus"", ""alternative-name"": ""ykhyi"", ""surname"": ""rakov""}",0,
2153,1.0,2141,2121,,,,,n rakov,,,"{""surname"": ""rakov"", ""acronym"": ""n""}",0,
2154,1.0,2142,2122,,,,,grshun rubyn,,,"{""given-name"": ""grshun"", ""surname"": ""rubyn""}",0,
2155,1.0,2143,2123,,,,,yekb rubyn,,,"{""given-name"": ""yekb"", ""surname"": ""rubyn""}",0,
2156,1.0,2144,2124,,,,,mikh rubyn,,,"{""primary-name"": ""mikh rubyn"", ""given-name"": ""mikh"", ""surname"": ""rubyn""}",0,
2157,1.0,2145,2125,,,,,mnkhm (ekheyzer rubyn,,,"{""given-name"": ""mnkhm"", ""alternative-name"": ""ekheyzer"", ""surname"": ""rubyn""}",0,
2158,1.0,2146,2126,,,,,roza rubyn,,,"{""given-name"": ""roza"", ""surname"": ""rubyn""}",0,
316,0.6867303,2147,2127,,,,,nkhum rubynshteyn,,,"{""given-name"": ""nkhum"", ""surname"": ""rubynshteyn""}",0,
2159,1.0,2148,2128,,,,,tsby-hyrsh rubynshteyn,laski:yt/lex/R/rubinstein-tsvi-hirsh.htm,,"{""primary-name"": ""tsby-hyrsh"", ""surname"": ""rubynshteyn""}",0,
2160,1.0,2149,2129,,,,,ykusyi rutenverg,,,"{""given-name"": ""ykusyi"", ""surname"": ""rutenverg""}",0,
2161,1.0,2150,2130,,,,,ytskhk roytvium,,,"{""given-name"": ""ytskhk"", ""surname"": ""roytvium""}",0,
2162,1.0,2151,2131,,,,,vn-tsyun roytman,,,"{""primary-name"": ""roytman"", ""given-name"": ""vn-tsyun"", ""surname"": ""roytman""}",0,
2163,1.0,2152,2132,,,,,zimn roytman,,,"{""given-name"": ""zimn"", ""surname"": ""roytman""}",0,
2164,1.0,2153,2133,,,,,yeta roykh,,,"{""primary-name"": ""yeta roykh"", ""given-name"": ""yeta"", ""surname"": ""roykh""}",0,
2165,1.0,2154,2134,,,,,yusf rumshynsky,,,"{""given-name"": ""yusf"", ""surname"": ""rumshynsky""}",0,
2166,1.0,2155,2135,,,,,osyp runytsh,,,"{""primary-name"": ""osyp runytsh"", ""given-name"": ""osyp"", ""surname"": ""runytsh""}",0,
2167,1.0,2156,2136,,,,,henry (heymnesvyzhky) rusota,,,"{""primary-name"": ""henry"", ""alternative-name"": ""heymnesvyzhky"", ""surname"": ""rusota""}",0,
2168,1.0,2157,2137,,,,,shmeun ruskyn,,,"{""given-name"": ""shmeun"", ""surname"": ""ruskyn""}",0,
2169,1.0,2158,2138,,,,,henryk (heym) ryv,,,"{""given-name"": ""henryk"", ""alternative-name"": ""heym"", ""surname"": ""ryv""}",0,
2170,1.0,2159,2139,,,,,mrdkhy ryvaisky,,,"{""given-name"": ""mrdkhy"", ""surname"": ""ryvaisky""}",0,
2171,1.0,2160,2140,,,,,ryvk (),,,"{""primary-name"": ""ryvk"", ""surname"": ""ryvk""}",0,
2172,1.0,2161,2141,,,,,mrdkhy ryvesman,,,"{""given-name"": ""mrdkhy"", ""surname"": ""ryvesman""}",0,
2173,1.0,2162,2142,,,,,mikhh ryten,,,"{""given-name"": ""mikhh"", ""surname"": ""ryten""}",0,
2174,1.0,2163,2143,,,,,bnymyn kheym reyz,,,"{""given-name"": ""bnymyn"", ""middle-name"": ""kheym"", ""surname"": ""reyz""}",0,
2175,1.0,2164,2144,,,,,yunh reyzman,,,"{""given-name"": ""yunh"", ""surname"": ""reyzmn""}",0,
2176,1.0,2165,2145,,,,,zimn reyzen,,,"{""primary-name"": ""zimn reyzen"", ""given-name"": ""zimn"", ""surname"": ""reyzen""}",0,
2177,1.0,2166,2146,,,,,shrh reyzen,,,"{""given-name"": ""shrh"", ""surname"": ""reyzen""}",0,
131,0.89029753,2167,2147,,,,,aneta reyzer,,,"{""given-name"": ""aneta"", ""surname"": ""reyzer""}",0,
2178,1.0,2168,2148,,,,,brhm reyzen,,,"{""given-name"": ""brhm"", ""surname"": ""reyzen""}",0,
2179,1.0,2169,2149,,,,,yekb reyzeid,,,"{""given-name"": ""yekb"", ""surname"": ""reyzeid""}",0,
2180,1.0,2170,2150,,,,,hyrsh reytman,,,"{""primary-name"": ""hyrsh reytman"", ""given-name"": ""hyrsh"", ""surname"": ""reytman""}",0,
2181,1.0,2171,2151,,,,,dud reytts (reytsen),,,"{""primary-name"": ""reytts (reytsen)"", ""given-name"": ""dud""}",0,
317,0.7063853,2172,2152,,,,,reykhman,laski:moyt/lex/R/reykhman-V5.htm,,"{""surname"": ""reykhman""}",0,
2182,1.0,2173,2153,,,,,nsn reykhenberg,,,"{""given-name"": ""nsn"", ""surname"": ""reykhenberg""}",0,
2183,1.0,2174,2154,,,,,emnui reykher,,,"{""given-name"": ""emnui"", ""surname"": ""reykher""}",0,
2184,1.0,2175,2155,,,,,(iezr dud azharav),,,"{""given-name"": ""iezr"", ""middle-name"": ""dud"", ""surname"": ""zharav""}",0,
2185,1.0,2176,2156,,,,,yekb reyngias,,,"{""given-name"": ""yekb"", ""surname"": ""reyngias""}",0,
2186,1.0,2177,2157,,,,,eny reynhart,,,"{""given-name"": ""eny"", ""surname"": ""reynhrt""}",0,
244,0.5554422,2178,2158,,,,,borys reysky,,,"{""given-name"": ""borys"", ""surname"": ""reysky""}",0,
2187,1.0,2179,2159,,,,,mshh reysh,,,"{""given-name"": ""mshh"", ""surname"": ""reysh""}",0,
2188,1.0,2180,2160,,,,,mshh rykhter,,,"{""given-name"": ""mshh"", ""surname"": ""rykhter""}",0,
318,0.6581508,2181,2161,,,,,neytan rykhter,,,"{""given-name"": ""neytan"", ""surname"": ""rykhter""}",0,
2189,1.0,2182,2162,,,,,dzhanet ryngier,,,"{""given-name"": ""dzhanet"", ""surname"": ""ryngier""}",0,
2190,1.0,2183,2163,,,,,rynsier,laski:moyt/lex/R/rinsler-V5.htm,,"{""primary-name"": ""rynsier""}",0,
2191,1.0,2184,2164,,,,,m ryskynd,,,"{""surname"": ""ryskynd"", ""acronym"": ""m""}",0,
319,0.8306436,2185,2165,,,,,makar osypovytsh reznykov,,,"{""given-name"": ""makar"", ""surname"": ""reznykov"", ""patronymic"": ""osypovytsh""}",0,
2192,1.0,2186,2166,,,,,yusf retyk,,,"{""given-name"": ""yusf"", ""surname"": ""retyk""}",0,
2193,1.0,2187,2167,,,,,yekb rekhttseyt,,,"{""given-name"": ""yekb"", ""surname"": ""rekhttseyt""}",0,
2194,1.0,2188,2168,,,,,symor rekhttseyt,,,"{""given-name"": ""symor"", ""surname"": ""rekhttseyt""}",0,
2195,1.0,2189,2169,,,,,yekb reies,,,"{""given-name"": ""yekb"", ""surname"": ""reies""}",0,
2196,1.0,2191,2170,,,,,rus (reyzeie tavaksviat) reney,,,"{""given-name"": ""rus"", ""alternative-name"": ""reyzeie"", ""surname"": ""tavaksviat""}",0,
2197,1.0,2192,2171,,,,,maks (mrdkhy) shadvsky,,,"{""given-name"": ""mrdkhy"", ""alternative-name"": ""maks"", ""surname"": ""shadvsky""}",0,
2198,1.0,2193,2172,,,,,ieyv shus,laski:yt/lex/S/schaus-leib.htm,,"{""primary-name"": ""shus"", ""given-name"": ""ieyv"", ""surname"": ""shus""}",0,
2199,1.0,2194,2173,,,,,yhudh-hersh shyk,,,"{""primary-name"": ""yhudh-hersh"", ""surname"": ""shyk""}",0,
2200,1.0,2195,2174,,,,,dynh (yzeiskya) shayevytsh,,,"{""given-name"": ""dynh"", ""alternative-name"": ""yzeiskya"", ""surname"": ""shayevytsh""}",0,
2201,1.0,2196,2175,,,,,yshri shayevytsh,,,"{""given-name"": ""yshri"", ""surname"": ""shayevytsh""}",0,
2202,1.0,2197,2176,,,,,gustav shakht,,,"{""given-name"": ""gustav"", ""surname"": ""shakht""}",0,
132,0.6724666,2198,2177,,,,,brhm shomer,,,"{""given-name"": ""brhm"", ""surname"": ""shomer""}",0,
2203,1.0,2199,2178,,,,,roze shomer-batsheies,,,"{""given-name"": ""roze"", ""surname"": ""shomer-batsheies""}",0,
2204,1.0,2200,2179,,,,,mrym shomer-tsunzer,,,"{""primary-name"": ""shomer-tsunzer"", ""given-name"": ""mrym"", ""surname"": ""shomer-tsunzer""}",0,
2205,1.0,2201,2180,,,,,veri shayr,,,"{""primary-name"": ""veri shayr"", ""given-name"": ""veri"", ""surname"": ""shayr""}",0,
133,0.7610403,2202,2181,,,,,anna (eny) shapyro,,,"{""given-name"": ""anna"", ""alternative-name"": ""eny"", ""surname"": ""shapyro""}",0,
134,0.625059,2203,2182,,,,,genya shapyro,,,"{""primary-name"": ""shapyro"", ""given-name"": ""genya"", ""surname"": ""shapyro""}",0,
2206,1.0,2204,2183,,,,,dnyi shapyro,,,"{""given-name"": ""dnyi"", ""surname"": ""shapyro""}",0,
2207,1.0,2205,2184,,,,,tshariz shapyro,,,"{""primary-name"": ""tshariz shapyro"", ""given-name"": ""tshariz"", ""surname"": ""shapyro""}",0,
135,0.519612,2206,2185,,,,,iyza shapyro,,,"{""given-name"": ""iyza"", ""surname"": ""shapyro""}",0,
136,0.6457573,2207,2186,,,,,sony (nsni-dud) shapyro,,,"{""primary-name"": ""shapyro"", ""given-name"": ""nsni-dud"", ""alternative-name"": ""sony"", ""surname"": ""shapyro""}",0,
2208,1.0,2208,2187,,,,,yme shapyro,,,"{""primary-name"": ""shapyro"", ""given-name"": ""yme"", ""surname"": ""shapyro""}",0,
2209,1.0,2209,2188,,,,,pnkhs shapyro,,,"{""primary-name"": ""shapyro"", ""given-name"": ""pnkhs""}",0,
2210,1.0,2210,2189,,,,,ssr shner,,,"{""given-name"": ""ssr"", ""surname"": ""shner""}",0,
2211,1.0,2211,2190,,,,,yekb shner,,,"{""given-name"": ""yekb"", ""surname"": ""shner""}",0,
2212,1.0,2212,2191,,,,,mikhh shner,,,"{""primary-name"": ""mikhh shner"", ""given-name"": ""mikhh"", ""surname"": ""shner""}",0,
2213,1.0,2213,2192,,,,,shmui shner,,,"{""given-name"": ""shmui"", ""surname"": ""shner""}",0,
2214,1.0,2214,2193,,,,,yekb shatsky,,,"{""primary-name"": ""shatsky"", ""given-name"": ""yekb""}",0,
2215,1.0,2215,2194,,,,,anshi shor (shur),,,"{""primary-name"": ""shor"", ""given-name"": ""anshi"", ""alternative-name"": ""shur""}",0,
2216,1.0,2216,2195,,,,,mshh shor (shur),,,"{""given-name"": ""mshh"", ""alternative-name"": ""shur"", ""surname"": ""shor""}",0,
2217,1.0,2217,2196,,,,,yhushe-heshi shor,,,"{""primary-name"": ""yhushe-heshi shor"", ""given-name"": ""yhushe"", ""alternative-name"": ""heshi"", ""surname"": ""shor""}",0,
2218,1.0,2218,2197,,,,,henryk (shapyro) shr,,,"{""primary-name"": ""henryk"", ""alternative-name"": ""shapyro"", ""surname"": ""shr""}",0,
2219,1.0,2219,2198,,,,,dud sharavner,,,"{""given-name"": ""dud"", ""surname"": ""sharavner""}",0,
320,0.8271536,2220,2199,,,,,sonya (soya vyner) sharavner,,,"{""given-name"": ""sonya"", ""alternative-name"": ""soya"", ""surname"": ""sharavner"", ""nisba"": ""vyner""}",0,
2220,1.0,2221,2200,,,,,yekb shargei,,,"{""given-name"": ""yekb"", ""surname"": ""shargei""}",0,
2221,1.0,2222,2201,,,,,brhm-mykhi sharkansky,,,"{""primary-name"": ""sharkansky"", ""given-name"": ""brhm-mykhi"", ""surname"": ""sharkansky""}",0,
2222,1.0,2223,2202,,,,,iyuva shuv,,,"{""primary-name"": ""iyuva shuv""}",0,
2223,1.0,2224,2203,,,,,adeia (ynkeishteyn) shvarts,,,"{""given-name"": ""adeia"", ""alternative-name"": ""fynkeishteyn"", ""surname"": ""shvarts""}",0,
2224,1.0,2225,2204,,,,,vyiyam shvarts,,,"{""given-name"": ""vyiyam"", ""surname"": ""shvarts""}",0,
2225,1.0,2226,2205,,,,,ih (shatsky) shvarts,,,"{""given-name"": ""ih"", ""alternative-name"": ""shetsky"", ""surname"": ""shvarts""}",0,
2226,1.0,2227,2206,,,,,myr shvarts,,,"{""given-name"": ""myr"", ""surname"": ""shvarts""}",0,
2227,1.0,2228,2207,,,,,margareta shvarts,,,"{""given-name"": ""margareta"", ""surname"": ""shvarts""}",0,
2228,1.0,2229,2208,,,,,morys shvarts,,,"{""given-name"": ""morys"", ""surname"": ""shvarts""}",0,
2229,1.0,2230,2209,,,,,mrdkhy shvarts,,,"{""given-name"": ""mrdkhy"", ""surname"": ""shvarts""}",0,
2230,1.0,2231,2210,,,,,sem shvarts,,,"{""given-name"": ""sm"", ""surname"": ""shvarts""}",0,
2231,1.0,2232,2211,,,,,eny (giager shvarts,,,"{""given-name"": ""eny"", ""alternative-name"": ""giager"", ""surname"": ""shvarts""}",0,
321,0.89531404,2233,2212,,,,,gustav shvartsvard,,,"{""primary-name"": ""shvartsvard"", ""given-name"": ""gustav"", ""surname"": ""shvartsvard""}",0,
2232,1.0,2234,2213,,,,,dud shvartsvard,,,"{""given-name"": ""dud"", ""surname"": ""shvartsvard""}",0,
322,0.80632013,2235,2214,,,,,regyna shvartsvard,,,"{""given-name"": ""regyna"", ""surname"": ""shvartsvard""}",0,
2233,1.0,2236,2215,,,,,yusf shvartsverg,,,"{""given-name"": ""yusf"", ""surname"": ""shvartsverg""}",0,
2234,1.0,2237,2216,,,,,vnymyn shvartser,,,"{""given-name"": ""vnymyn"", ""surname"": ""shvartser""}",0,
2235,1.0,2238,2217,,,,,mark shveyd,,,"{""given-name"": ""mark"", ""surname"": ""shveyd""}",0,
2236,1.0,2239,2218,,,,,mshh shveyiykh,,,"{""given-name"": ""mshh"", ""surname"": ""shveyiykh""}",0,
156,0.8673586,2240,2219,,,,,ysak shvets,,,"{""given-name"": ""ysak"", ""surname"": ""shvets""}",0,
137,0.8813286,2241,2220,,,,,ugusta (ioyer) shoyder,,,"{""primary-name"": ""shoyder"", ""given-name"": ""ugusta"", ""alternative-name"": ""ioyer"", ""surname"": ""shoyder""}",0,
2237,1.0,2242,2221,,,,,mshh shuiveys,,,"{""given-name"": ""mshh"", ""surname"": ""shuiveys""}",0,
2238,1.0,2243,2222,,,,,neytan shuiman,,,"{""given-name"": ""neytan"", ""surname"": ""shuimn""}",0,
323,0.71945965,2244,2223,,,,,voif shumsky,,,"{""given-name"": ""voif"", ""surname"": ""shumsky""}",0,
2239,1.0,2245,2224,,,,,eia shumsky,,,"{""given-name"": ""eia"", ""surname"": ""shumsky""}",0,
